GameID,Ha,pHa,La,LotNumA,Hb,pHb,Lb,LotNumB,Amb,Corr,lot_shape__A,lot_shape_symm_A,lot_shape_R_A,lot_shape_L_A,lot_shape__B,lot_shape_symm_B,lot_shape_R_B,lot_shape_L_B,MSE,MSE_var,good_bad,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV
13,0,1.0,0,1,50,0.5,-50,1,0,0,1,0,0,0,1,0,0,0,0.14144849112811714,0.0080394731669977,0,0.0,50.0,-50.0,50.0,0.0,0.0,1.0,0.0138,0.0054,0.0138,0.0138,0.0054,0.0,0.0,0.0,0.0
25,2,1.0,2,1,3,0.5,1,1,0,0,1,0,0,0,1,0,0,0,0.1823069718541233,0.006960118978529845,0,0.0,1.0,-1.0,1.0,0.0,0.5,1.0,-0.0116,0.0246,-0.0116,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1.0,3,1,4,0.8,0,1,0,0,1,0,0,0,1,0,0,0,0.17240374616848722,0.00826593626431687,0,0.2,1.6,-3.0,1.0,-1.0,0.0,1.0,0.597,0.5936,-0.0006,-0.2015,-0.2032,0.0,0.2,0.2,-0.8
27,16,1.0,16,1,48,0.4,1,3,0,0,1,0,0,0,0,0,0,1,0.15928199791539518,0.006051429061625707,0,3.8,23.07726154,-15.0,34.0,19.75,0.0625,1.0,-0.1982,-0.1896,0.4956,0.0,0.0,0.0,3.8,3.8,0.0
24,-2,1.0,-2,1,-1,0.5,-3,1,0,0,1,0,0,0,1,0,0,0,0.17176690952783275,0.0060507611564595614,0,0.0,1.0,-1.0,1.0,0.0,0.666666667,-1.0,-0.0114,0.0172,-0.0114,0.0,0.0,0.0,0.0,0.0,0.0
10,2,1.0,2,1,101,0.01,1,1,0,0,1,0,0,0,1,0,0,0,0.2110676378358569,0.005226329552240131,0,0.0,9.949874371,-1.0,99.0,49.0,0.5,1.0,-0.9834,-0.981,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.25,0,1,4,0.2,0,1,0,0,1,0,0,0,1,0,0,0,0.1774797086647634,0.009625898517113542,0,0.05,0.300961894,0.0,1.0,0.5,1.0,1.0,0.1477,-0.0077,0.4997,-0.0514,-0.0567,0.0,0.05,0.05,-0.2
4,1,1.0,1,1,2,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0.17457127994470725,0.005113350077552752,0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.008,-0.019,0.008,-0.496,-0.5095,0.0,0.0,0.0,-1.0
11,19,1.0,19,1,20,0.9,-20,1,0,0,1,0,0,0,1,0,0,0,0.11182206035407788,0.019699638556888388,0,-3.0,12.0,-39.0,1.0,-19.0,0.0,1.0,0.8076,0.8064,0.0218,-0.0962,-0.0968,0.0,-3.0,-3.0,-8.0
22,10,0.1,0,1,10,0.1,0,1,1,0,1,0,0,0,1,0,0,0,0.1334682622030576,0.020195736207692248,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.097,0.0004,0.0,0.097,0.0004,0.0,1.0,0.5,0.0
12,0,1.0,0,1,50,0.5,-50,1,0,0,1,0,0,0,1,0,0,0,0.1626826222349568,0.008587217089899462,0,0.0,50.0,-50.0,50.0,0.0,0.0,1.0,0.0116,-0.0006,0.0116,0.0116,-0.0006,0.0,0.0,0.0,0.0
15,7,1.0,7,1,50,0.5,1,1,0,0,1,0,0,0,1,0,0,0,0.07912799168446577,0.012596774762683852,1,18.5,24.5,-6.0,43.0,18.5,0.14285714300000002,1.0,-0.0056,0.0138,-0.0056,0.0,0.0,0.0,18.5,18.5,0.0
26,16,1.0,16,1,50,0.4,1,1,0,0,1,0,0,0,1,0,0,0,0.14911966701077176,0.005472049565783768,0,4.6,24.00499948,-15.0,34.0,9.5,0.0625,1.0,-0.2054,-0.2064,-0.0072,0.0,0.0,0.0,4.6,4.6,0.0
30,6,0.5,0,1,8,0.5,0,1,0,1,1,0,0,0,1,0,0,0,0.018039542128389256,0.005248703774685421,1,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.5031,0.4973,0.5031,0.0,0.0,1.0,1.0,1.0,0.0
18,30,1.0,30,1,50,0.5,-1,1,0,0,1,0,0,0,1,0,0,0,0.14264724244519505,0.013279135022798693,0,-5.5,25.5,-31.0,20.0,-5.5,0.0,1.0,-0.0006,0.0016,-0.0006,-0.5003,-0.4992,0.0,-5.5,-5.5,-51.0
14,0,1.0,0,1,1,0.5,-1,1,0,0,1,0,0,0,1,0,0,0,0.1736170655165475,0.008197486763379452,0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-0.006,-0.0034,-0.006,-0.006,-0.0034,0.0,0.0,0.0,0.0
8,1,1.0,1,1,20,0.05,0,1,0,0,1,0,0,0,1,0,0,0,0.18512174813715912,0.015923315110673197,0,0.0,4.358898944,-1.0,19.0,9.0,0.0,1.0,-0.907,-0.8956,-0.0006,-0.9535,-0.9478,0.0,0.0,0.0,-19.0
21,10,0.5,0,1,10,0.5,0,1,1,0,1,0,0,0,1,0,0,0,0.17452445377169648,0.006287736227420863,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.1607,0.0094,0.0,-0.1607,0.0094,0.0,-1.666666667,-0.833333333,0.0
7,-1,1.0,-1,1,0,0.95,-20,1,0,0,1,0,0,0,1,0,0,0,0.17506971907052327,0.008469642829472367,0,0.0,4.358898944,-19.0,1.0,-9.0,0.05,0.0,0.9042,0.9012,-0.0078,0.9521,0.9506,0.0,0.0,0.0,19.0
17,30,1.0,30,1,50,0.5,1,1,0,0,1,0,0,0,1,0,0,0,0.12833923001052078,0.012241666467380376,0,-4.5,24.5,-29.0,20.0,-4.5,0.033333333,1.0,0.019,-0.009000000000000001,0.019,0.0,0.0,0.0,-4.5,-4.5,0.0
23,10,0.9,0,1,10,0.9,0,1,1,0,1,0,0,0,1,0,0,0,0.1442049948016233,0.016809680140361466,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.4294,0.001,0.0,-0.4294,0.001,0.0,-4.333333333,-2.166666667,0.0
9,1,1.0,1,1,100,0.01,0,1,0,0,1,0,0,0,1,0,0,0,0.20104162324949149,0.010076017172348316,0,0.0,9.949874371,-1.0,99.0,49.0,0.0,1.0,-0.9802,-0.9828,0.0064,-0.9901,-0.9914,0.0,0.0,0.0,-99.0
5,-3,1.0,-3,1,0,0.2,-4,1,0,0,1,0,0,0,1,0,0,0,0.17395213319792194,0.008622730130281283,0,-0.2,1.6,-1.0,3.0,1.0,0.75,0.0,-0.6044,-0.6046,0.0092,0.1978,0.1977,0.0,-0.2,-0.2,0.8
6,0,0.75,-3,1,0,0.8,-4,1,0,0,1,0,0,0,1,0,0,0,0.18509781474058207,0.008769272403141673,0,-0.05,0.300961894,-1.0,0.0,-0.5,0.75,0.0,-0.1507,-0.017,-0.4954,0.0499,0.0375,0.0,-0.05,-0.05,0.2
16,7,1.0,7,1,50,0.5,-1,1,0,0,1,0,0,0,1,0,0,0,0.10582726326689287,0.0173148571612898,0,17.5,25.5,-8.0,43.0,17.5,0.0,1.0,0.0004,0.014,0.0004,-0.4998,-0.493,0.0,17.5,17.5,-51.0
20,9,1.0,9,1,9,1.0,9,8,0,0,1,0,0,0,0,0,1,0,0.1886940686398472,0.01254848398534512,0,0.0,26.17250466,-7.0,247.0,54.75,0.222222222,1.0,-0.7494,-0.7504,0.2376,0.0,0.0,0.0,0.0,0.0,0.0
28,6,0.5,0,1,9,0.5,0,1,0,-1,1,0,0,0,1,0,0,0,0.05852965664740165,0.007177302020765595,1,1.5,1.5,0.0,3.0,1.5,1.0,1.0,0.5055,0.0,0.5055,0.0,0.0,1.0,1.5,1.5,0.0
19,9,1.0,9,1,9,1.0,9,8,0,0,1,0,0,0,0,0,1,0,0.17059209158036906,0.013210647669253214,0,0.0,26.17250466,-7.0,247.0,54.75,0.222222222,1.0,-0.7476,-0.7436,0.2554,0.0,0.0,0.0,0.0,0.0,0.0
29,2,1.0,2,1,3,1.0,3,1,0,0,1,0,0,0,1,0,0,0,0.009284079084564393,0.0023499345843924486,1,1.0,0.0,1.0,1.0,1.0,0.666666667,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
3,-1,1.0,-1,1,0,0.5,-2,1,0,0,1,0,0,0,1,0,0,0,0.16036732571944415,0.007547582001628638,0,0.0,1.0,-1.0,1.0,0.0,0.5,0.0,0.0026,0.0054,0.0026,0.5013,0.5027,0.0,0.0,0.0,1.0
41,29,1.0,29,1,44,0.4,21,5,0,0,1,0,0,0,0,1,0,0,0.1442825,0.016023677080078118,0,1.2,11.28538878,-8.0,17.0,11.16666667,0.7241379309999999,1.0,-0.2054,-0.19,0.6652,0.0,0.0,0.0,1.2,1.2,0.0
59,17,0.25,16,1,43,0.4,2,1,0,0,1,0,0,0,1,0,0,0,0.15901750000000006,0.006910359461015625,0,2.15,19.65280319,-14.0,26.0,6.0,0.125,1.0,-0.2012,-0.185,-0.0038,0.0,0.0,0.0,2.15,2.15,0.0
58,85,0.4,-7,1,40,0.25,24,1,0,0,1,0,0,0,1,0,0,0,0.16510499999999992,0.006687714181992189,0,-1.8,-38.14240804,31.0,-45.0,-7.0,0.0,1.0,0.193,0.2016,0.0048,0.5965,0.6008,0.0,-1.8,-1.8,110.4
42,-6,1.0,-6,1,54,0.1,-21,1,1,0,1,0,0,0,1,0,0,0,0.13360999999999998,0.014847806136093756,0,-7.5,22.5,-15.0,60.0,22.5,0.28571428600000004,1.0,-0.5304,-0.8022,0.0068,0.2348,0.0989,0.0,2.5,-2.5,15.0
47,11,1.0,11,1,57,0.2,-5,6,0,0,1,0,0,0,0,0,0,1,0.09606249999999987,0.016984240057265617,1,-3.6,25.36217656,-16.0,51.0,25.14285714,0.0,1.0,-0.6278,-0.6128,0.4132,-0.8139,-0.8064,0.0,-3.6,-3.6,-107.61875
35,-5,1.0,-5,1,47,0.01,-15,1,0,0,1,0,0,0,1,0,0,0,0.042805000000000065,0.012202774192617205,1,-9.38,6.16892211,-10.0,52.0,21.0,0.333333333,1.0,-0.979,-0.9786,0.0146,0.0105,0.0107,0.0,-9.38,-9.38,1.24
51,42,0.8,-18,1,68,0.2,23,1,0,0,1,0,0,0,1,0,0,0,0.121155,0.012210311147695321,0,2.0,-6.0,41.0,26.0,33.5,0.0,1.0,-0.1884,-0.2968,1.0,0.2036,0.1975,0.0,2.0,2.0,34.4
43,14,1.0,14,1,12,0.9,9,1,0,0,1,0,0,0,1,0,0,0,0.022027499999999964,0.0024454553885156238,1,-2.3,0.9,-5.0,-2.0,-3.5,0.642857143,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.3,-2.3,0.0
34,7,1.0,7,1,27,0.1,4,3,0,0,1,0,0,0,0,1,0,0,0.186545,0.0070857678624609375,0,-0.7,6.903622238,-3.0,21.0,14.25,0.571428571,1.0,-0.7964,-0.8036,0.4976,0.0,0.0,0.0,-0.7,-0.7,0.0
46,37,0.01,9,1,30,0.6,-37,1,0,0,1,0,0,0,1,0,0,0,0.12123250000000005,0.014418688933476554,0,-6.08,30.03719773,-46.0,-7.0,-26.5,0.0,1.0,0.1974,0.194,-1.0,-0.3921,-0.3967,0.0,-6.08,-6.08,-59.2
48,-2,1.0,-2,1,24,0.5,-24,1,1,0,1,0,0,0,1,0,0,0,0.15870499999999998,0.006216601371328122,0,2.0,24.0,-22.0,26.0,2.0,0.083333333,1.0,-0.3544,-0.0086,0.0164,0.3228,0.4957,0.0,-6.666666667,-2.333333333,48.0
36,28,1.0,28,1,88,0.6,-46,3,0,0,1,0,0,0,0,0,1,0,0.15250750000000002,0.006564739545351564,0,6.4,65.67373904,-74.0,64.0,27.0,0.0,1.0,0.2054,0.1866,0.5004,-0.3973,-0.4067,0.0,6.4,6.4,-110.4
54,18,1.0,18,1,64,0.5,-33,1,0,0,1,0,0,0,1,0,0,0,0.12523750000000006,0.009541598430234366,0,-2.5,48.5,-51.0,46.0,-2.5,0.0,1.0,-0.0238,0.0096,-0.0238,-0.5119,-0.4952,0.0,-2.5,-2.5,-97.0
45,13,1.0,13,1,13,1.0,13,9,0,0,1,0,0,0,0,1,0,0,0.1918025,0.0058183746704296895,0,0.0,1.4142135619999998,-4.0,4.0,0.0,0.692307692,1.0,-0.0069,-0.0019,-0.0041,0.0,0.0,0.0,0.0,0.0,0.0
53,28,1.0,28,1,42,0.75,-22,1,0,0,1,0,0,0,1,0,0,0,0.1675700000000001,0.006772995642656256,0,-2.0,27.71281292,-50.0,14.0,-18.0,0.0,1.0,0.4996,0.4956,0.0052,-0.2502,-0.2522,0.0,-2.0,-2.0,-32.0
38,24,1.0,24,1,34,0.05,28,1,0,0,1,0,0,0,1,0,0,0,0.01679750000000001,0.002806326129726562,1,4.3,1.307669683,4.0,10.0,7.0,0.857142857,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.3,4.3,0.0
40,3,0.8,-37,1,79,0.4,-46,7,0,0,1,0,0,0,0,0,0,1,0.14536500000000002,0.006453134027578125,0,9.0,46.26716631,-9.0,82.0,55.625,0.804347826,1.0,-0.2172,-0.217,0.501,-0.4116,-0.4125,0.0,9.0,9.0,-106.4375
39,29,1.0,29,1,33,0.8,6,5,0,0,1,0,0,0,0,1,0,0,0.164415,0.015401319961992187,0,-1.4,10.83697375,-23.0,6.0,-0.5,0.206896552,1.0,0.6148,0.5964,0.6838,0.0,0.0,0.0,-1.4,-1.4,0.0
57,49,0.5,-3,1,33,0.95,17,9,0,-1,1,0,0,0,0,1,0,0,0.12485500000000008,0.01431774942925781,0,9.200000107000001,-22.25033334,20.0,-12.0,8.4,0.0,1.0,-0.0072,0.0012,-0.0072,0.4964,0.5006,0.0,9.200000107000001,9.200000107000001,52.00000016
52,46,0.2,0,1,46,0.25,-2,1,0,0,1,0,0,0,1,0,0,0,0.14072999999999994,0.019947774052968773,0,0.8,2.384609691,-2.0,0.0,-1.0,0.0,1.0,-0.6912,-0.5511,-0.4998,-0.6912,-0.5511,0.0,0.8,0.8,-33.6
33,-3,1.0,-3,1,14,0.4,-22,1,0,0,1,0,0,0,1,0,0,0,0.11119000000000004,0.009532052526445314,0,-4.6,17.63632615,-19.0,17.0,-1.0,0.13636363599999998,1.0,-0.2184,-0.1918,-0.0214,0.3908,0.4041,0.0,-4.6,-4.6,28.8
37,23,0.9,0,1,64,0.4,-7,1,0,0,1,0,0,0,1,0,0,0,0.15679999999999994,0.01078954405699219,0,0.7,27.88275435,-7.0,41.0,17.0,0.0,1.0,-0.2096,-0.2024,-0.0036,-0.6048,-0.5599,0.0,0.7,0.7,-78.1
56,-8,1.0,-8,1,-5,0.99,-34,1,0,0,1,0,0,0,1,0,0,0,0.08123999999999998,0.02286214376976565,1,2.71,2.885463568,-26.0,3.0,-11.5,0.235294118,-1.0,0.982,0.9818,-0.0116,0.0,0.0,0.0,2.71,2.71,0.0
55,43,0.2,19,1,22,0.25,17,9,0,-1,1,0,0,0,0,1,0,0,0.0677124999999999,0.011003662254023423,1,-5.550000056,-7.322391637999999,-2.0,-17.0,-9.5,0.894736842,1.0,-0.9027,-0.5124,-0.503,0.0,0.0,0.0,-5.550000056,-5.550000056,-5.2e-08
44,23,1.0,23,1,24,0.99,-33,1,0,0,1,0,0,0,1,0,0,0,0.19942250000000009,0.004207345486875005,0,0.43,5.671428392,-56.0,1.0,-27.5,0.0,1.0,0.98,0.9788,0.013,-0.01,-0.0106,0.0,0.43,0.43,-1.14
60,51,0.1,21,1,38,0.6,1,1,0,0,1,0,0,0,1,0,0,0,0.14103000000000004,0.009165304887187505,0,-0.8,9.126224097,-20.0,-13.0,-16.5,0.047619048,1.0,0.0054,0.0742,-1.0,0.0,0.0,0.0,-0.8,-0.8,0.0
31,4,1.0,4,1,40,0.6,-44,1,1,0,1,0,0,0,1,0,0,0,0.13708750000000006,0.008253446498085942,0,2.4,41.15142768,-48.0,36.0,-6.0,0.0,1.0,-0.2742,0.2036,0.0032,-0.6371,-0.3982,0.0,-18.0,-7.8,-67.2
50,4,1.0,4,1,4,1.0,4,9,0,0,1,0,0,0,0,1,0,0,0.1880625,0.006862230403242189,0,0.0,1.4142135619999998,-4.0,4.0,0.0,0.0,1.0,0.0063,0.0051,0.0073,-0.0041,-0.0054,0.0,0.0,0.0,-0.03125
49,23,1.0,23,1,23,1.0,23,3,0,0,1,0,0,0,0,1,0,0,0.2059975,0.0041706896108203145,0,0.0,0.7071067809999999,-1.0,1.0,0.0,0.956521739,1.0,-0.0148,-0.0096,-0.0169,0.0,0.0,0.0,0.0,0.0,0.0
32,24,0.75,-4,1,82,0.25,3,1,0,0,1,0,0,0,1,0,0,0,0.12923250000000006,0.011911545163125006,0,5.75,22.0836478,7.0,58.0,32.5,0.0,1.0,-0.0022,-0.1182,1.0,0.244,0.2437,0.0,5.75,5.75,43.0
71,13,0.6,-20,1,76,0.2,-26,1,0,0,1,0,0,0,1,0,0,0,0.1169620253365569,0.011264643164611107,0,-5.4,24.6333677,-6.0,63.0,28.5,0.7692307690000001,1.0,-0.6046,-0.5904,-0.0062,-0.4006,-0.3958,0.0,-5.4,-5.4,-81.6
89,17,1.0,17,1,44,0.1,17,1,0,0,1,0,0,0,1,0,0,0,0.024410190671289397,0.0036136030213661,1,2.7,8.1,0.0,27.0,13.5,1.0,1.0,0.1012,0.0927,0.5014,0.0,0.0,1.0,2.7,2.7,0.0
69,49,0.5,11,1,31,0.95,21,3,1,0,1,0,0,0,0,1,0,0,0.12422368206069682,0.0047018410772312795,0,0.5,-16.71417411,10.0,-17.0,-1.5,0.523809524,1.0,0.0096,-0.006999999999999999,0.0096,0.0,0.0,0.0,-3.5,-1.5,0.0
74,44,0.05,16,1,14,0.9,10,3,1,0,1,0,0,0,0,1,0,0,0.02239769266735462,0.0023577152296019874,1,-3.8,-4.727685812,-6.0,-29.0,-17.0,0.625,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-3.933333333,-3.866666667,0.0
88,17,0.05,-7,1,13,0.25,-15,1,1,0,1,0,0,0,1,0,0,0,0.15094632268433053,0.005240388854357138,0,-2.2,6.893676921,-8.0,-4.0,-6.0,0.466666667,1.0,-0.5472,-0.5284,-1.0,0.2264,0.1977,0.0,-1.466666667,-1.833333333,12.8
87,-2,1.0,-2,1,4,0.99,-34,7,0,0,1,0,0,0,0,1,0,0,0.03226662390431341,0.0022420473775742193,1,5.62,3.972480333,-32.0,9.0,1.25,0.05882352900000001,1.0,0.9788,0.9806,0.7536,0.9894,0.9903,0.0,5.62,5.62,81.18
90,10,1.0,10,1,31,0.75,-49,1,0,0,1,0,0,0,1,0,0,0,0.14847492394350928,0.0060871948285365065,0,1.0,34.64101615,-59.0,21.0,-19.0,0.0,1.0,0.496,0.4914,0.0056,-0.252,-0.2543,0.0,1.0,1.0,-40.0
83,9,1.0,9,1,64,0.01,9,1,0,0,1,0,0,0,1,0,0,0,0.03206409230114882,0.01253137570985,1,0.55,5.4724309039999985,0.0,55.0,27.5,1.0,1.0,0.009000000000000001,0.0084,0.5006,0.0,0.0,1.0,0.55,0.55,0.0
86,71,0.5,-11,1,61,0.75,-49,1,1,0,1,0,0,0,1,0,0,0,0.095720557637672,0.00603102650613315,1,3.5,6.631397207999999,-38.0,-10.0,-24.0,0.224489796,1.0,-1.0,-0.2248,-1.0,-0.0931,0.2706,0.0,-34.33333333,-15.41666667,60.0
70,18,1.0,18,1,35,0.75,-19,1,0,0,1,0,0,0,1,0,0,0,0.14664829360770365,0.0061429299279962355,0,3.5,23.3826859,-37.0,17.0,-10.0,0.0,1.0,0.4962,0.504,-0.006999999999999999,-0.2519,-0.248,0.0,3.5,3.5,-27.0
77,1,1.0,1,1,38,0.4,-9,1,0,0,1,0,0,0,1,0,0,0,0.14832110236885315,0.006026717834658607,0,8.8,23.02520358,-10.0,37.0,13.5,0.0,1.0,-0.2046,-0.2102,-0.0042,-0.6023,-0.6051,0.0,8.8,8.8,-56.4
79,32,0.01,19,1,65,0.01,9,1,0,0,1,0,0,0,1,0,0,0,0.02604069861918455,0.002689170357651568,1,-9.57,4.27844598,-10.0,33.0,11.5,0.473684211,1.0,-0.9786,-0.9778,-0.0004,0.0,0.0,0.0,-9.57,-9.57,0.0
66,45,0.6,2,1,54,0.1,20,5,0,0,1,0,0,0,0,0,0,1,0.14098381671567922,0.005916066731748535,0,-4.4,-10.58515378,18.0,13.0,19.5,0.1,1.0,-0.0212,-0.0942,1.0,0.0,0.0,0.0,-4.4,-4.4,0.0
82,25,1.0,25,1,26,0.01,25,7,1,0,1,0,0,0,0,1,0,0,0.16421214547577356,0.026989366114176863,0,0.01,0.157797338,-2.0,4.0,1.0,0.92,1.0,-0.2941,0.0061,0.2733,0.0,0.0,0.0,-0.333333333,-0.161666667,0.0
61,26,0.25,25,1,29,0.05,24,7,0,0,1,0,0,0,0,0,1,0,0.20361865083834788,0.008791988015094345,0,-1.0,3.700690239,-2.0,123.0,27.625,0.92,1.0,-0.9714,-0.9674,0.3813,0.0,0.0,0.0,-1.0,-1.0,-1.42e-14
63,17,1.0,17,1,60,0.1,15,5,0,0,1,0,0,0,0,1,0,0,0.18066591884447208,0.015788789803574576,0,2.5,13.5037032,-2.0,45.0,35.5,0.882352941,1.0,-0.7962,-0.8029999999999999,0.6594,0.0,0.0,0.0,2.5,2.5,0.0
81,10,0.25,2,1,-1,0.9,-32,1,1,0,1,0,0,0,1,0,0,0,0.03146162474265342,0.0072231183790413215,1,-8.1,5.835898385,-34.0,-11.0,-22.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-18.83333333,-13.46666667,-84.0
75,13,1.0,13,1,50,0.6,-45,1,0,0,1,0,0,0,1,0,0,0,0.14155295630376213,0.00523062870742134,0,-1.0,46.54030511,-58.0,37.0,-10.5,0.0,1.0,0.2006,0.1854,-0.001,-0.3997,-0.4073,0.0,-1.0,-1.0,-76.0
78,19,1.0,19,1,44,0.05,9,1,0,0,1,0,0,0,1,0,0,0,0.06920044860763327,0.020964469887112636,1,-8.25,7.6280731510000015,-10.0,25.0,7.5,0.473684211,1.0,-0.902,-0.8996,0.0034,0.0,0.0,0.0,-8.25,-8.25,0.0
76,35,0.01,16,1,20,0.5,13,5,1,0,1,0,0,0,0,1,0,0,0.14680724235343373,0.0143043101449489,0,0.31,1.680238084,-3.0,-13.0,-6.666666667,0.8125,1.0,-0.1688,-0.0096,-0.3296,0.0,0.0,0.0,-0.182222222,0.063888889,0.0
62,25,1.0,25,1,45,0.2,17,1,0,0,1,0,0,0,1,0,0,0,0.15179490464218445,0.012475596567379224,0,-2.4,11.2,-8.0,20.0,6.0,0.68,1.0,-0.6062,-0.5984,-0.001,0.0,0.0,0.0,-2.4,-2.4,0.0
85,20,1.0,20,1,70,0.25,6,1,0,0,1,0,0,0,1,0,0,0,0.15973337605648402,0.0057880731499157356,0,2.0,27.71281292,-14.0,50.0,18.0,0.3,1.0,-0.486,-0.499,0.0044,0.0,0.0,0.0,2.0,2.0,0.0
84,27,1.0,27,1,22,0.99,-7,1,0,0,1,0,0,0,1,0,0,0,0.011948085246187163,0.0016308479430003115,1,-5.29,2.885463568,-34.0,-5.0,-19.5,0.0,1.0,-1.0,-1.0,-1.0,-0.0113,-0.0116,-1.0,-5.29,-5.29,-0.68
64,52,0.1,-8,1,5,0.9,-43,1,1,0,1,0,0,0,1,0,0,0,0.13815478286795865,0.009549323205937273,0,2.2,-3.6,-35.0,-47.0,-41.0,0.186046512,1.0,-0.3046,0.631,-1.0,0.3477,0.8041,0.0,-19.33333333,-8.566666667,152.0
72,-9,1.0,-9,1,13,0.25,-8,1,0,0,1,0,0,0,1,0,0,0,0.02802884149646005,0.002199873246674032,1,6.25,9.09326674,1.0,22.0,11.5,0.8888888890000001,1.0,1.0,1.0,1.0,0.2504,0.2422,1.0,6.25,6.25,11.0
65,12,0.4,-16,1,-5,1.0,-5,1,0,0,1,0,0,0,1,0,0,0,0.13503220641532318,0.0070847653784884435,0,-0.2,-13.71714256,11.0,-17.0,-3.0,0.3125,1.0,0.201,0.1958,0.0,-0.3995,-0.4021,0.0,-0.2,-0.2,-22.4
67,85,0.25,4,1,54,0.25,11,1,0,1,1,0,0,0,1,0,0,0,0.16675660947550974,0.005581505573457722,0,-2.5,-16.45448267,7.0,-31.0,-12.0,0.363636364,1.0,0.503,0.4952,0.0064,0.0,0.0,0.0,-2.5,-2.5,0.0
68,12,1.0,12,1,102,0.2,-14,1,0,0,1,0,0,0,1,0,0,0,0.13412465951459715,0.011568465684577535,0,-2.8,46.4,-26.0,90.0,32.0,0.0,1.0,-0.6158,-0.593,-0.022,-0.8079,-0.7965,0.0,-2.8,-2.8,-185.6
80,3,1.0,3,1,50,0.4,-36,1,0,0,1,0,0,0,1,0,0,0,0.15369460024571496,0.008245882246035341,0,-4.6,42.13122358,-39.0,47.0,4.0,0.0,1.0,-0.1952,-0.1958,0.0018,-0.5976,-0.5979,0.0,-4.6,-4.6,-103.2
